,site,NAAMP,file_name,folder_date,Lcapito,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/5-15-14/20140516_205700.wav,W43,2,20140516_205700,5-15-14,False,29.54620159951928,2014,7a,74.0,2014-05-16 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/5-15-14/20140516_195700.wav,W43,2,20140516_195700,5-15-14,False,22.48860926477136,2014,7a,54.5,2014-05-16 19:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/5-15-14/20140515_235700.wav,W43,1,20140515_235700,5-15-14,False,34.91740041435252,2014,7a,185.5,2014-05-15 23:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/5-15-14/20140515_225700.wav,W43,2,20140515_225700,5-15-14,False,74.56260982048113,2014,7a,91.5,2014-05-15 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/5-15-14/20140515_215700.wav,W43,2,20140515_215700,5-15-14,False,27.60556762045863,2014,7a,237.0,2014-05-15 21:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/5-15-14/20140515_205700.wav,W43,2,20140515_205700,5-15-14,False,39.96286749724293,2014,7a,200.5,2014-05-15 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/5-15-14/20140515_195700.wav,W43,2,20140515_195700,5-15-14,False,50.587592955750594,2014,7a,67.0,2014-05-15 19:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140411_003300.wav,W26,1,20140411_003300,4-7-14,False,31.876258359812788,2014,7a,268.5,2014-04-11 00:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140410_233300.wav,W26,1,20140410_233300,4-7-14,False,20.238485831773176,2014,7a,66.5,2014-04-10 23:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140410_223300.wav,W26,2,20140410_223300,4-7-14,False,23.720975817181188,2014,7a,256.0,2014-04-10 22:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140410_213300.wav,W26,2,20140410_213300,4-7-14,False,35.75181755910946,2014,7a,154.0,2014-04-10 21:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140410_203300.wav,W26,2,20140410_203300,4-7-14,False,21.62671175870837,2014,7a,148.0,2014-04-10 20:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140410_193300.wav,W26,2,20140410_193300,4-7-14,False,22.88173239261358,2014,7a,289.5,2014-04-10 19:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140410_003200.wav,W26,2,20140410_003200,4-7-14,False,28.28752611741445,2014,7a,50.0,2014-04-10 00:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140409_233200.wav,W26,1,20140409_233200,4-7-14,False,22.731772256679807,2014,7a,224.0,2014-04-09 23:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140409_223200.wav,W26,1,20140409_223200,4-7-14,False,21.429051801936044,2014,7a,171.5,2014-04-09 22:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140409_213200.wav,W26,1,20140409_213200,4-7-14,False,27.67251995574857,2014,7a,264.0,2014-04-09 21:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140409_203200.wav,W26,1,20140409_203200,4-7-14,False,25.04187632935689,2014,7a,137.5,2014-04-09 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140409_193200.wav,W26,1,20140409_193200,4-7-14,False,57.79024033127746,2014,7a,10.0,2014-04-09 19:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140409_003200.wav,W26,2,20140409_003200,4-7-14,False,27.09122521953318,2014,7a,38.5,2014-04-09 00:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140408_233200.wav,W26,2,20140408_233200,4-7-14,False,26.0676928880354,2014,7a,69.0,2014-04-08 23:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140408_223200.wav,W26,2,20140408_223200,4-7-14,False,20.809634016339896,2014,7a,187.0,2014-04-08 22:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140408_213200.wav,W26,2,20140408_213200,4-7-14,False,18.454496227000064,2014,7a,299.0,2014-04-08 21:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140408_203200.wav,W26,1,20140408_203200,4-7-14,False,14.72278951479058,2014,7a,171.5,2014-04-08 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140408_193200.wav,W26,1,20140408_193200,4-7-14,False,22.473158987433983,2014,7a,159.5,2014-04-08 19:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140408_003100.wav,W26,1,20140408_003100,4-7-14,False,55.59131797385712,2014,7a,214.0,2014-04-08 00:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140407_233100.wav,W26,1,20140407_233100,4-7-14,False,40.25687423326075,2014,7a,290.5,2014-04-07 23:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140407_223100.wav,W26,1,20140407_223100,4-7-14,False,60.18780608172644,2014,7a,1.0,2014-04-07 22:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140407_213100.wav,W26,1,20140407_213100,4-7-14,False,39.40859053808322,2014,7a,27.0,2014-04-07 21:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140407_203100.wav,W26,1,20140407_203100,4-7-14,False,67.41330150877042,2014,7a,236.0,2014-04-07 20:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-7-14/20140407_193100.wav,W26,1,20140407_193100,4-7-14,False,36.57138986492495,2014,7a,57.0,2014-04-07 19:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140425_004200.wav,W36,2,20140425_004200,4-21-14,False,150.05032968030724,2014,7a,131.5,2014-04-25 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140424_234200.wav,W36,2,20140424_234200,4-21-14,False,184.16688196595933,2014,7a,205.0,2014-04-24 23:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140424_224200.wav,W36,2,20140424_224200,4-21-14,False,42.599112462810986,2014,7a,278.0,2014-04-24 22:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140424_214200.wav,W36,2,20140424_214200,4-21-14,False,57.214530857909615,2014,7a,113.0,2014-04-24 21:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140424_204200.wav,W36,2,20140424_204200,4-21-14,False,46.43357167926438,2014,7a,106.5,2014-04-24 20:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140424_194200.wav,W36,2,20140424_194200,4-21-14,False,58.74534915987463,2014,7a,150.0,2014-04-24 19:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140424_004200.wav,W36,2,20140424_004200,4-21-14,False,22.98019176108332,2014,7a,152.5,2014-04-24 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140423_234200.wav,W36,2,20140423_234200,4-21-14,False,134.3261309151926,2014,7a,261.5,2014-04-23 23:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140423_224200.wav,W36,2,20140423_224200,4-21-14,False,40.31366162980694,2014,7a,7.5,2014-04-23 22:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140423_214200.wav,W36,3,20140423_214200,4-21-14,False,31.997015496503245,2014,7a,172.5,2014-04-23 21:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140423_204200.wav,W36,3,20140423_204200,4-21-14,False,116.87528966661368,2014,7a,247.0,2014-04-23 20:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140423_194200.wav,W36,2,20140423_194200,4-21-14,False,46.28995512766808,2014,7a,157.5,2014-04-23 19:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140423_004100.wav,W36,2,20140423_004100,4-21-14,False,75.52505097728096,2014,7a,260.0,2014-04-23 00:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140422_234100.wav,W36,1,20140422_234100,4-21-14,False,57.72380321232954,2014,7a,83.5,2014-04-22 23:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140422_224100.wav,W36,2,20140422_224100,4-21-14,False,20.55182370926263,2014,7a,61.5,2014-04-22 22:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140422_214100.wav,W36,2,20140422_214100,4-21-14,False,74.76442033915791,2014,7a,112.0,2014-04-22 21:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140422_204100.wav,W36,2,20140422_204100,4-21-14,False,129.62738886230918,2014,7a,104.0,2014-04-22 20:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140422_194100.wav,W36,2,20140422_194100,4-21-14,False,19.78389852649656,2014,7a,118.5,2014-04-22 19:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140422_004000.wav,W36,2,20140422_004000,4-21-14,False,71.62876701581209,2014,7a,19.0,2014-04-22 00:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140421_234000.wav,W36,2,20140421_234000,4-21-14,False,57.28187304791325,2014,7a,133.5,2014-04-21 23:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140421_224000.wav,W36,2,20140421_224000,4-21-14,False,69.43472608247633,2014,7a,74.0,2014-04-21 22:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140421_214000.wav,W36,3,20140421_214000,4-21-14,False,43.73134068617279,2014,7a,112.0,2014-04-21 21:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140421_204000.wav,W36,2,20140421_204000,4-21-14,False,69.45358606086576,2014,7a,35.0,2014-04-21 20:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-21-14/20140421_194000.wav,W36,2,20140421_194000,4-21-14,False,27.73642954723388,2014,7a,18.0,2014-04-21 19:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140418_003800.wav,W21,2,20140418_003800,4-14-14,False,36.537041825330014,2014,7a,46.0,2014-04-18 00:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140417_233800.wav,W21,2,20140417_233800,4-14-14,False,32.44388216742243,2014,7a,264.5,2014-04-17 23:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140417_223800.wav,W21,2,20140417_223800,4-14-14,False,52.50293050761281,2014,7a,83.0,2014-04-17 22:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140417_213800.wav,W21,2,20140417_213800,4-14-14,False,40.04481314233798,2014,7a,85.5,2014-04-17 21:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140417_203800.wav,W21,1,20140417_203800,4-14-14,False,43.05908743426011,2014,7a,17.5,2014-04-17 20:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140417_193800.wav,W21,2,20140417_193800,4-14-14,False,37.38387496380904,2014,7a,217.0,2014-04-17 19:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140417_003700.wav,W21,3,20140417_003700,4-14-14,False,37.90989477465354,2014,7a,12.5,2014-04-17 00:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140416_233700.wav,W21,2,20140416_233700,4-14-14,False,40.25317365714841,2014,7a,241.0,2014-04-16 23:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140416_223700.wav,W21,2,20140416_223700,4-14-14,False,31.903227783050795,2014,7a,76.0,2014-04-16 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140416_213700.wav,W21,2,20140416_213700,4-14-14,False,26.33624857232596,2014,7a,231.5,2014-04-16 21:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140416_203700.wav,W21,2,20140416_203700,4-14-14,False,30.20838964057308,2014,7a,279.5,2014-04-16 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140416_193700.wav,W21,2,20140416_193700,4-14-14,False,74.97155536462566,2014,7a,272.5,2014-04-16 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140416_003600.wav,W21,2,20140416_003600,4-14-14,False,58.76077939400562,2014,7a,169.5,2014-04-16 00:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140415_233600.wav,W21,1,20140415_233600,4-14-14,False,28.167532414887603,2014,7a,31.0,2014-04-15 23:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140415_223600.wav,W21,2,20140415_223600,4-14-14,False,76.03243961950824,2014,7a,233.5,2014-04-15 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140415_213600.wav,W21,1,20140415_213600,4-14-14,False,42.39069838849844,2014,7a,10.5,2014-04-15 21:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140415_203600.wav,W21,1,20140415_203600,4-14-14,False,55.24128757061584,2014,7a,3.0,2014-04-15 20:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140415_193600.wav,W21,1,20140415_193600,4-14-14,False,51.14081456273989,2014,7a,227.0,2014-04-15 19:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140415_003600.wav,W21,2,20140415_003600,4-14-14,False,26.786036005176307,2014,7a,173.0,2014-04-15 00:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140414_233600.wav,W21,3,20140414_233600,4-14-14,False,30.28116056559766,2014,7a,235.0,2014-04-14 23:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140414_223600.wav,W21,2,20140414_223600,4-14-14,False,61.71432185495416,2014,7a,236.5,2014-04-14 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140414_213600.wav,W21,1,20140414_213600,4-14-14,False,33.90993635678641,2014,7a,275.5,2014-04-14 21:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140414_203600.wav,W21,2,20140414_203600,4-14-14,False,37.20670692532637,2014,7a,227.0,2014-04-14 20:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/4-14-14/20140414_193600.wav,W21,2,20140414_193600,4-14-14,False,21.24583142648701,2014,7a,291.5,2014-04-14 19:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140328_002400.wav,W41,1,20140328_002400,3-24-14,False,60.29965728201047,2014,7a,14.5,2014-03-28 00:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140327_232400.wav,W41,1,20140327_232400,3-24-14,False,43.988761354027815,2014,7a,185.5,2014-03-27 23:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140327_222400.wav,W41,1,20140327_222400,3-24-14,False,49.86700453765519,2014,7a,225.5,2014-03-27 22:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140327_212400.wav,W41,1,20140327_212400,3-24-14,False,40.72611924362436,2014,7a,173.5,2014-03-27 21:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140327_202400.wav,W41,1,20140327_202400,3-24-14,False,67.36856562003935,2014,7a,202.5,2014-03-27 20:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140327_192400.wav,W41,1,20140327_192400,3-24-14,False,45.83585665703831,2014,7a,222.5,2014-03-27 19:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140327_002300.wav,W41,1,20140327_002300,3-24-14,False,61.50676732302185,2014,7a,243.0,2014-03-27 00:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140326_232300.wav,W41,1,20140326_232300,3-24-14,False,47.01989888882042,2014,7a,56.5,2014-03-26 23:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140326_222300.wav,W41,1,20140326_222300,3-24-14,False,57.002301401490456,2014,7a,76.5,2014-03-26 22:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140326_212300.wav,W41,1,20140326_212300,3-24-14,False,33.87719230823587,2014,7a,260.0,2014-03-26 21:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140326_202300.wav,W41,1,20140326_202300,3-24-14,False,71.23066829768793,2014,7a,94.5,2014-03-26 20:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140326_192300.wav,W41,1,20140326_192300,3-24-14,False,45.39508185064662,2014,7a,93.5,2014-03-26 19:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140326_002300.wav,W41,1,20140326_002300,3-24-14,False,44.29661066518686,2014,7a,28.0,2014-03-26 00:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140325_232300.wav,W41,1,20140325_232300,3-24-14,False,56.02173149367128,2014,7a,27.5,2014-03-25 23:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140325_222300.wav,W41,1,20140325_222300,3-24-14,False,82.49293076954999,2014,7a,93.0,2014-03-25 22:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140325_212300.wav,W41,1,20140325_212300,3-24-14,False,60.56268475323239,2014,7a,198.5,2014-03-25 21:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140325_202300.wav,W41,1,20140325_202300,3-24-14,False,96.662868088298,2014,7a,85.5,2014-03-25 20:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140325_192300.wav,W41,1,20140325_192300,3-24-14,False,57.31404615737024,2014,7a,238.5,2014-03-25 19:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140325_002200.wav,W41,1,20140325_002200,3-24-14,False,52.40827716367345,2014,7a,52.5,2014-03-25 00:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140324_232200.wav,W41,1,20140324_232200,3-24-14,False,51.12059446669449,2014,7a,7.5,2014-03-24 23:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140324_222200.wav,W41,2,20140324_222200,3-24-14,False,151.08994135662795,2014,7a,273.0,2014-03-24 22:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140324_212200.wav,W41,1,20140324_212200,3-24-14,False,45.45174741448659,2014,7a,57.5,2014-03-24 21:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140324_202200.wav,W41,1,20140324_202200,3-24-14,False,42.64191805108377,2014,7a,0.5,2014-03-24 20:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-24-14/20140324_192200.wav,W41,1,20140324_192200,3-24-14,False,38.543896461152606,2014,7a,24.0,2014-03-24 19:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140321_001900.wav,W01,1,20140321_001900,3-17-14,False,18.34283893776156,2014,7a,135.0,2014-03-21 00:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140320_231900.wav,W01,1,20140320_231900,3-17-14,False,14.574218170367963,2014,7a,160.0,2014-03-20 23:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140320_221900.wav,W01,1,20140320_221900,3-17-14,False,9.953048576616611,2014,7a,101.5,2014-03-20 22:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140320_211900.wav,W01,1,20140320_211900,3-17-14,False,21.429000278710017,2014,7a,190.5,2014-03-20 21:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140320_201900.wav,W01,1,20140320_201900,3-17-14,False,11.136548809940113,2014,7a,54.5,2014-03-20 20:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140320_191900.wav,W01,2,20140320_191900,3-17-14,False,19.513786300597697,2014,7a,75.5,2014-03-20 19:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140320_001900.wav,W01,2,20140320_001900,3-17-14,False,11.046786544418367,2014,7a,25.0,2014-03-20 00:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140319_231900.wav,W01,1,20140319_231900,3-17-14,False,4.698458159728255,2014,7a,121.0,2014-03-19 23:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140319_221900.wav,W01,1,20140319_221900,3-17-14,False,4.333132968253336,2014,7a,291.5,2014-03-19 22:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140319_211900.wav,W01,2,20140319_211900,3-17-14,False,36.50363930647195,2014,7a,205.0,2014-03-19 21:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140319_201900.wav,W01,2,20140319_201900,3-17-14,False,36.46345109794588,2014,7a,89.0,2014-03-19 20:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140319_191900.wav,W01,1,20140319_191900,3-17-14,False,1.2798463595755496,2014,7a,67.5,2014-03-19 19:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140319_001800.wav,W01,1,20140319_001800,3-17-14,False,17.09938813925691,2014,7a,283.5,2014-03-19 00:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140318_231800.wav,W01,1,20140318_231800,3-17-14,False,28.490815649859883,2014,7a,33.0,2014-03-18 23:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140318_221800.wav,W01,1,20140318_221800,3-17-14,False,15.618193691090624,2014,7a,213.0,2014-03-18 22:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140318_211800.wav,W01,1,20140318_211800,3-17-14,False,19.677294586089225,2014,7a,23.0,2014-03-18 21:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140318_201800.wav,W01,1,20140318_201800,3-17-14,False,18.11375578345664,2014,7a,44.0,2014-03-18 20:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140318_191800.wav,W01,2,20140318_191800,3-17-14,False,31.843911695433068,2014,7a,174.0,2014-03-18 19:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140318_001700.wav,W01,2,20140318_001700,3-17-14,False,29.577324760078653,2014,7a,83.5,2014-03-18 00:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140317_231700.wav,W01,1,20140317_231700,3-17-14,False,22.30442285501306,2014,7a,239.0,2014-03-17 23:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140317_221700.wav,W01,2,20140317_221700,3-17-14,False,1.9437564193266408,2014,7a,242.0,2014-03-17 22:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140317_211700.wav,W01,1,20140317_211700,3-17-14,False,0.8661304475716429,2014,7a,37.5,2014-03-17 21:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140317_201700.wav,W01,1,20140317_201700,3-17-14,False,0.0582781856929518,2014,7a,78.5,2014-03-17 20:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-17-14/20140317_191700.wav,W01,1,20140317_191700,3-17-14,False,0.3666424142878116,2014,7a,128.0,2014-03-17 19:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-10-14/20140314_001500.wav,W26,1,20140314_001500,3-10-14,False,43.02222409762899,2014,7a,198.0,2014-03-14 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/7a/3-10-14/20140313_231500.wav,W26,2,20140313_231500,3-10-14,False,73.27741262012199,2014,7a,50.0,2014-03-13 23:15:00
