,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140421_204000.wav,4.043060703239406,2014,6a,2.0,2014-04-21 20:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140421_234000.wav,3.433472334653165,2014,6a,154.0,2014-04-21 23:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140421_194000.wav,3.3342814937596725,2014,6a,2.0,2014-04-21 19:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140511_205400.wav,3.283726923701853,2014,5a,216.5,2014-05-11 20:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140726_000800.wav,3.231864432700384,2014,5a,149.5,2014-07-26 00:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140407_193100.wav,3.1944374138541063,2014,5a,36.5,2014-04-07 19:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140724_210900.wav,3.184613203332324,2014,6a,45.5,2014-07-24 21:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140423_004100.wav,3.0824493685196592,2014,6a,5.0,2014-04-23 00:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140726_000800.wav,2.584748521576476,2014,6a,117.0,2014-07-26 00:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-19-14/20140622_001500.wav,2.409716884612453,2014,4a,107.5,2014-06-22 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140423_224200.wav,2.2764172076778606,2014,6a,27.5,2014-04-23 22:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140518_195900.wav,1.860988199192002,2014,5a,69.5,2014-05-18 19:59:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140407_223100.wav,1.8285541287551104,2014,5a,174.0,2014-04-07 22:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140422_204100.wav,1.3526982717339189,2014,6a,76.0,2014-04-22 20:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140421_224000.wav,1.149816715884724,2014,6a,116.5,2014-04-21 22:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140423_194200.wav,1.1220599911667954,2014,6a,21.0,2014-04-23 19:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140407_233100.wav,0.6464037972478573,2014,5a,17.0,2014-04-07 23:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140407_203100.wav,0.6427295011531697,2014,5a,26.0,2014-04-07 20:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140407_213100.wav,0.2822875026717567,2014,5a,191.5,2014-04-07 21:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140317_211700.wav,867.6283704340119,2014,10a,46.5,2014-03-17 21:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140318_211800.wav,563.557747092028,2014,10a,289.0,2014-03-18 21:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140318_201800.wav,549.6320726657785,2014,10a,203.5,2014-03-18 20:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140317_201700.wav,503.9625703666013,2014,10a,253.5,2014-03-17 20:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140318_231800.wav,421.456740444077,2014,10a,3.5,2014-03-18 23:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-24-14/20140324_222200.wav,387.2512866101615,2014,10a,272.5,2014-03-24 22:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140319_001800.wav,337.5492088183351,2014,10a,246.0,2014-03-19 00:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-24-14/20140325_002200.wav,327.80583314466026,2014,10a,242.0,2014-03-25 00:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140318_221800.wav,327.31889619126616,2014,10a,288.0,2014-03-18 22:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140318_191800.wav,302.7498290999304,2014,10a,254.0,2014-03-18 19:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140319_221900.wav,292.0707071932404,2014,10a,170.5,2014-03-19 22:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140319_191900.wav,270.60605203546464,2014,10a,238.0,2014-03-19 19:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-24-14/20140324_232200.wav,236.50394193832147,2014,10a,23.5,2014-03-24 23:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140319_231900.wav,233.6945514151509,2014,10a,60.0,2014-03-19 23:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140319_201900.wav,222.8915106062796,2014,10a,224.0,2014-03-19 20:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140320_001900.wav,187.710250659064,2014,10a,36.5,2014-03-20 00:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140421_224000.wav,171.68915032492706,2014,9a,124.0,2014-04-21 22:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-21-14/20140425_004200.wav,157.4251128546961,2014,8a,234.5,2014-04-25 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140503_214800.wav,155.56387908988097,2014,8a,203.5,2014-05-03 21:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-15-14/20140517_235800.wav,152.16755489292547,2014,8a,174.5,2014-05-17 23:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-8-14/20140512_005400.wav,143.9401949895405,2014,8a,40.5,2014-05-12 00:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/3-24-14/20140326_192300.wav,137.08265531896382,2014,8a,239.0,2014-03-26 19:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-24-14/20140324_212200.wav,134.0335556911734,2014,10a,252.5,2014-03-24 21:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-24-14/20140327_232400.wav,133.93237200751875,2014,10a,26.0,2014-03-27 23:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-21-14/20140424_234200.wav,133.72754751504604,2014,8a,160.0,2014-04-24 23:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-15-14/20140517_215800.wav,132.00212435409523,2014,8a,296.0,2014-05-17 21:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140407_213100.wav,130.28722875546882,2014,9a,151.0,2014-04-07 21:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/3-24-14/20140324_232200.wav,129.1899665213244,2014,8a,58.0,2014-03-24 23:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-8-14/20140510_005300.wav,128.31547112144997,2014,8a,228.5,2014-05-10 00:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140408_203200.wav,127.64437933626031,2014,9a,181.5,2014-04-08 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140410_213300.wav,124.3959246313179,2014,9a,228.0,2014-04-10 21:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140504_234900.wav,124.32036231257273,2014,8a,86.5,2014-05-04 23:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140424_234200.wav,119.6974554284302,2014,9a,218.5,2014-04-24 23:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140503_224800.wav,118.89852455376362,2014,8a,146.0,2014-05-03 22:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140423_004100.wav,118.21733487218096,2014,9a,185.0,2014-04-23 00:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140408_213200.wav,116.38370484424844,2014,9a,69.0,2014-04-08 21:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140409_193200.wav,114.17977168211986,2014,9a,63.0,2014-04-09 19:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-8-14/20140512_005400.wav,110.41709402494564,2014,10a,17.5,2014-05-12 00:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140410_233300.wav,110.38598513795434,2014,9a,81.5,2014-04-10 23:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140425_004200.wav,107.21854544617634,2014,9a,138.5,2014-04-25 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-2-14/20140504_224900.wav,105.24685647598764,2014,10a,155.5,2014-05-04 22:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-21-14/20140421_214000.wav,103.40245695378908,2014,8a,48.0,2014-04-21 21:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-2-14/20140505_195000.wav,101.71188511010246,2014,10a,42.5,2014-05-05 19:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140505_004900.wav,101.62140514476869,2014,8a,242.0,2014-05-05 00:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/3-24-14/20140326_212300.wav,98.725400652739,2014,8a,282.5,2014-03-26 21:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-7-14/20140408_233200.wav,93.63524365372062,2014,8a,234.0,2014-04-08 23:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-15-14/20140517_005700.wav,93.47583394561104,2014,10a,135.5,2014-05-17 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140505_235000.wav,93.44659103155016,2014,8a,252.0,2014-05-05 23:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-8-14/20140511_235400.wav,92.4840176289106,2014,8a,293.5,2014-05-11 23:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/3-17-14/20140320_231900.wav,92.28090138540774,2014,9a,185.5,2014-03-20 23:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/3-24-14/20140324_222200.wav,91.9446716532604,2014,8a,118.0,2014-03-24 22:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140410_003200.wav,90.52096566196585,2014,9a,219.0,2014-04-10 00:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/7-7-14/20140707_201500.wav,90.38459556694596,2014,10a,54.0,2014-07-07 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-2-14/20140503_194800.wav,90.32166401152998,2014,10a,286.5,2014-05-03 19:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140422_004000.wav,90.31926469938732,2014,9a,231.0,2014-04-22 00:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140411_003300.wav,89.98251869391345,2014,9a,269.5,2014-04-11 00:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140506_005000.wav,89.87484210418175,2014,8a,20.0,2014-05-06 00:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-15-14/20140515_225700.wav,89.42227656243116,2014,8a,61.0,2014-05-15 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-8-14/20140510_205300.wav,88.99582040910427,2014,8a,101.5,2014-05-10 20:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-15-14/20140516_215700.wav,88.51728783209823,2014,8a,16.0,2014-05-16 21:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140409_203200.wav,87.98416488161817,2014,9a,89.5,2014-04-09 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-2-14/20140504_194900.wav,87.88688119158651,2014,10a,168.0,2014-05-04 19:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140421_204000.wav,86.7265699816359,2014,9a,246.0,2014-04-21 20:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-15-14/20140518_235900.wav,86.4245315028312,2014,8a,148.5,2014-05-18 23:59:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/3-10-14/20140312_201400.wav,86.25489519431719,2014,8a,229.5,2014-03-12 20:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140502_224800.wav,85.86747924448845,2014,8a,202.5,2014-05-02 22:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-21-14/20140422_234100.wav,85.03481386444602,2014,8a,134.5,2014-04-22 23:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-24-14/20140325_212300.wav,84.57085155499361,2014,10a,119.0,2014-03-25 21:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-21-14/20140424_004200.wav,84.48586284289199,2014,8a,181.5,2014-04-24 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-2-14/20140505_205000.wav,84.34652164681124,2014,10a,167.5,2014-05-05 20:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-2-14/20140504_004800.wav,83.43996997469485,2014,10a,93.5,2014-05-04 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140421_194000.wav,83.4028872358609,2014,9a,165.5,2014-04-21 19:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140424_224200.wav,82.93202751464167,2014,9a,173.5,2014-04-24 22:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-8-14/20140509_205300.wav,82.39847973980102,2014,10a,277.5,2014-05-09 20:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-17-14/20140319_211900.wav,82.03476116530078,2014,10a,230.5,2014-03-19 21:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140503_234800.wav,82.02271011550806,2014,8a,273.5,2014-05-03 23:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-8-14/20140509_235300.wav,81.3197870104793,2014,8a,136.0,2014-05-09 23:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140409_233200.wav,81.18206707596285,2014,9a,178.5,2014-04-09 23:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/4-21-14/20140421_234000.wav,80.94001237971892,2014,10a,54.5,2014-04-21 23:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140408_003100.wav,80.78356616114215,2014,9a,187.0,2014-04-08 00:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140423_224200.wav,80.34886353384675,2014,9a,67.0,2014-04-23 22:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140504_004800.wav,80.00625031888298,2014,8a,165.5,2014-05-04 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140424_194200.wav,79.87712221639117,2014,9a,57.5,2014-04-24 19:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/7-7-14/20140710_221500.wav,79.84412681755958,2014,9a,255.0,2014-07-10 22:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-8-14/20140508_235200.wav,79.29712299502718,2014,10a,25.0,2014-05-08 23:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-8-14/20140510_235300.wav,79.29679567403765,2014,8a,92.5,2014-05-10 23:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-8-14/20140511_225400.wav,79.02129763697225,2014,10a,281.5,2014-05-11 22:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140408_233200.wav,78.94978291725084,2014,9a,135.5,2014-04-08 23:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/7-17-14/20140717_201200.wav,78.64976698882096,2014,8a,284.0,2014-07-17 20:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140408_223200.wav,78.01582233374165,2014,9a,141.5,2014-04-08 22:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140504_224900.wav,77.64659769279261,2014,8a,189.5,2014-05-04 22:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/3-24-14/20140327_002300.wav,77.52342230663069,2014,10a,247.5,2014-03-27 00:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-7-14/20140409_003200.wav,77.47131701746801,2014,8a,274.0,2014-04-09 00:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-21-14/20140422_204100.wav,77.33200452989865,2014,8a,240.0,2014-04-22 20:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/4-7-14/20140410_003200.wav,77.01899460502283,2014,8a,279.5,2014-04-10 00:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-8-14/20140510_225300.wav,76.97190129395757,2014,10a,248.0,2014-05-10 22:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/3-24-14/20140325_222300.wav,76.56442713690555,2014,9a,259.5,2014-03-25 22:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-8-14/20140511_205400.wav,76.53094707619228,2014,10a,114.0,2014-05-11 20:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/3-17-14/20140320_221900.wav,76.48514208183575,2014,9a,2.0,2014-03-20 22:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140503_004800.wav,76.48267633082463,2014,8a,210.5,2014-05-03 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-15-14/20140517_005700.wav,76.29424344950857,2014,8a,112.0,2014-05-17 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-2-14/20140503_234800.wav,75.53658554011551,2014,10a,172.0,2014-05-03 23:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/6-2-14/20140604_230900.wav,75.5316040321216,2014,9a,35.0,2014-06-04 23:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/4-21-14/20140423_214200.wav,74.63381921538723,2014,10a,2.5,2014-04-23 21:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/6-2-14/20140603_220800.wav,74.52255693914775,2014,9a,111.5,2014-06-03 22:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/3-24-14/20140325_232300.wav,73.85969932820659,2014,8a,68.0,2014-03-25 23:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-2-14/20140505_195000.wav,73.7739800923501,2014,8a,232.5,2014-05-05 19:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/3-24-14/20140324_202200.wav,73.31623105058493,2014,9a,43.0,2014-03-24 20:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/4-21-14/20140423_224200.wav,72.87650292592966,2014,10a,62.0,2014-04-23 22:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/8a/5-15-14/20140516_005700.wav,72.39125749434538,2014,8a,2.5,2014-05-16 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-21-14/20140421_234000.wav,72.34859755838644,2014,9a,257.0,2014-04-21 23:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-2-14/20140502_214800.wav,71.9707647874067,2014,10a,19.0,2014-05-02 21:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/4-14-14/20140418_003800.wav,71.93988360301702,2014,10a,255.0,2014-04-18 00:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/4-21-14/20140424_004200.wav,71.87232540216104,2014,10a,174.5,2014-04-24 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/10a/5-8-14/20140511_215400.wav,71.8365775481096,2014,10a,288.5,2014-05-11 21:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/9a/4-7-14/20140409_213200.wav,71.44378740853301,2014,9a,290.0,2014-04-09 21:32:00
