,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140504_004800.wav,16.069858232606254,2014,6a,276.0,2014-05-04 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140421_214000.wav,15.961835760278566,2014,6a,272.5,2014-04-21 21:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140510_215300.wav,15.956615335145448,2014,5a,149.0,2014-05-10 21:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140508_235200.wav,15.95261665213262,2014,5a,224.5,2014-05-08 23:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140623_001500.wav,15.944778993875431,2014,6a,45.5,2014-06-23 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140515_215700.wav,15.874884336774477,2014,5a,114.0,2014-05-15 21:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-17-14/20140318_211800.wav,15.867823591773194,2014,4a,154.5,2014-03-18 21:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-7-14/20140407_223100.wav,15.683822315986854,2014,4a,17.0,2014-04-07 22:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-2-14/20140503_224800.wav,15.676207012796242,2014,5a,195.5,2014-05-03 22:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-7-14/20140711_001500.wav,15.640091297091228,2014,4a,170.0,2014-07-11 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140503_004800.wav,15.61199676784487,2014,6a,26.0,2014-05-03 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140517_215800.wav,15.573708811671306,2014,5a,84.0,2014-05-17 21:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140510_005300.wav,15.531246908388932,2014,5a,31.0,2014-05-10 00:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-17-14/20140318_201800.wav,15.510258046576231,2014,4a,143.5,2014-03-18 20:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-10-14/20140310_191300.wav,15.432785540360294,2014,5a,292.0,2014-03-10 19:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140517_195800.wav,15.373269900784054,2014,5a,104.5,2014-05-17 19:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140509_005200.wav,15.304725324970418,2014,5a,264.0,2014-05-09 00:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-12-14/20140614_231300.wav,15.294183118636724,2014,6a,113.5,2014-06-14 23:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140510_235300.wav,15.281565624885166,2014,5a,207.5,2014-05-10 23:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140509_215300.wav,15.268039846685545,2014,5a,254.0,2014-05-09 21:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-12-14/20140614_221300.wav,15.232553503859036,2014,6a,152.5,2014-06-14 22:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140727_000800.wav,14.934915252557888,2014,6a,156.0,2014-07-27 00:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140422_204100.wav,14.922504998041903,2014,5a,139.5,2014-04-22 20:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140504_234900.wav,14.883006539758345,2014,6a,174.5,2014-05-04 23:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140422_214100.wav,14.880738877657931,2014,5a,9.0,2014-04-22 21:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-17-14/20140720_231100.wav,14.7800803154798,2014,6a,214.5,2014-07-20 23:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140422_194100.wav,14.712725868483972,2014,5a,120.0,2014-04-22 19:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140615_211300.wav,14.691069934239854,2014,5a,23.5,2014-06-15 21:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140726_230800.wav,14.68044005905332,2014,6a,201.0,2014-07-26 23:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-7-14/20140407_193100.wav,14.63053651073914,2014,4a,212.0,2014-04-07 19:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140408_213200.wav,14.602381919853991,2014,5a,209.0,2014-04-08 21:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-12-14/20140613_001200.wav,14.56221082420291,2014,6a,102.0,2014-06-13 00:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-7-14/20140407_213100.wav,14.551259213251337,2014,4a,121.0,2014-04-07 21:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140509_225300.wav,14.484020377368736,2014,5a,177.5,2014-05-09 22:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-2-14/20140605_000900.wav,14.480502405114292,2014,5a,133.0,2014-06-05 00:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140422_224100.wav,14.470075902875465,2014,5a,16.5,2014-04-22 22:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140620_211500.wav,14.43110846628318,2014,6a,297.5,2014-06-20 21:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140326_222300.wav,14.338443276071343,2014,5a,61.5,2014-03-26 22:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140727_220700.wav,14.283983999394966,2014,4a,138.5,2014-07-27 22:07:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-10-14/20140312_221400.wav,14.277800972081502,2014,6a,277.0,2014-03-12 22:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140421_204000.wav,14.126128986462271,2014,5a,194.5,2014-04-21 20:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140727_200700.wav,14.07582125696084,2014,5a,102.5,2014-07-27 20:07:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-17-14/20140719_001200.wav,14.075335974089802,2014,5a,8.5,2014-07-19 00:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140511_225400.wav,14.05752874255533,2014,5a,28.0,2014-05-11 22:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140505_225000.wav,13.949562490659243,2014,6a,282.0,2014-05-05 22:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-7-14/20140707_221500.wav,13.893736563170515,2014,6a,243.0,2014-07-07 22:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140516_005700.wav,13.893189008998805,2014,5a,110.5,2014-05-16 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-17-14/20140720_201100.wav,13.858385365828278,2014,6a,252.0,2014-07-20 20:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-10-14/20140312_201400.wav,13.753853946146908,2014,6a,185.5,2014-03-12 20:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140614_231300.wav,13.71588212111538,2014,5a,4.5,2014-06-14 23:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140421_224000.wav,13.668496650767654,2014,5a,144.5,2014-04-21 22:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140725_200800.wav,13.657592707430007,2014,6a,287.0,2014-07-25 20:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140727_210700.wav,13.645140819470123,2014,5a,80.0,2014-07-27 21:07:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140725_000900.wav,13.545241232719675,2014,5a,245.0,2014-07-25 00:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-17-14/20140718_231200.wav,13.407239121687647,2014,6a,215.0,2014-07-18 23:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-14-14/20140414_223600.wav,13.399863129229686,2014,6a,73.5,2014-04-14 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140502_234800.wav,13.3776217923667,2014,6a,231.5,2014-05-02 23:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140615_231300.wav,13.207937523678144,2014,5a,95.5,2014-06-15 23:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140411_003300.wav,13.194890404220818,2014,5a,69.0,2014-04-11 00:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-14-14/20140414_193600.wav,13.159248369606887,2014,6a,166.0,2014-04-14 19:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-7-14/20140710_231500.wav,13.110805569930852,2014,5a,164.0,2014-07-10 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140408_193200.wav,13.048975468964413,2014,5a,151.0,2014-04-08 19:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-8-14/20140511_225400.wav,13.044101551586325,2014,6a,19.5,2014-05-11 22:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-17-14/20140718_221200.wav,12.994981495504875,2014,4a,141.0,2014-07-18 22:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140421_234000.wav,12.850097284319633,2014,5a,227.0,2014-04-21 23:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-7-14/20140710_211500.wav,12.727204070596954,2014,4a,109.5,2014-07-10 21:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140728_000700.wav,12.69292901320441,2014,4a,193.0,2014-07-28 00:07:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140518_005800.wav,12.54396630139337,2014,5a,67.0,2014-05-18 00:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140518_215900.wav,12.533783897933054,2014,5a,187.5,2014-05-18 21:59:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-17-14/20140720_001200.wav,12.51144372638359,2014,6a,35.0,2014-07-20 00:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140727_200700.wav,12.343119106855944,2014,6a,156.0,2014-07-27 20:07:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140614_221300.wav,12.128959088289545,2014,5a,237.5,2014-06-14 22:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-7-14/20140710_201500.wav,12.125796923967275,2014,4a,280.5,2014-07-10 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-17-14/20140319_191900.wav,12.04125612992804,2014,4a,294.5,2014-03-19 19:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-7-14/20140408_193200.wav,12.012786774946075,2014,6a,73.0,2014-04-08 19:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140409_223200.wav,11.93293488683679,2014,5a,214.5,2014-04-09 22:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-10-14/20140312_191400.wav,11.798710030897912,2014,6a,64.0,2014-03-12 19:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-12-14/20140614_001300.wav,11.796516275197613,2014,4a,116.5,2014-06-14 00:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-17-14/20140717_221200.wav,11.760665096959874,2014,4a,250.5,2014-07-17 22:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-7-14/20140711_001500.wav,11.676092833105534,2014,6a,0.0,2014-07-11 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-8-14/20140510_005300.wav,11.629746061128795,2014,6a,211.5,2014-05-10 00:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140620_231500.wav,11.41251370460774,2014,6a,147.5,2014-06-20 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-8-14/20140509_225300.wav,11.341225904541744,2014,6a,254.0,2014-05-09 22:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140421_214000.wav,11.274064820774427,2014,5a,281.0,2014-04-21 21:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-7-14/20140709_231500.wav,11.182501127679796,2014,4a,197.5,2014-07-09 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-17-14/20140317_221700.wav,11.17515238692348,2014,4a,51.5,2014-03-17 22:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140619_201500.wav,11.132687550316945,2014,6a,285.0,2014-06-19 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140423_214200.wav,11.052553239464572,2014,6a,168.0,2014-04-23 21:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-17-14/20140718_211200.wav,10.950403963500849,2014,6a,114.5,2014-07-18 21:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140726_220800.wav,10.83871779975562,2014,5a,13.5,2014-07-26 22:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140502_194800.wav,10.691743794516626,2014,6a,38.5,2014-05-02 19:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140725_230800.wav,10.346726742383913,2014,6a,117.0,2014-07-25 23:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140422_224100.wav,10.331047056219337,2014,6a,24.0,2014-04-22 22:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140511_215400.wav,10.272403100523553,2014,5a,153.0,2014-05-11 21:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140725_000900.wav,10.271695994101282,2014,4a,116.5,2014-07-25 00:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-17-14/20140718_231200.wav,10.210046943064354,2014,4a,247.0,2014-07-18 23:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140622_001500.wav,10.191740386288917,2014,6a,156.5,2014-06-22 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140725_000900.wav,10.12418650404324,2014,6a,252.5,2014-07-25 00:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-7-14/20140710_231500.wav,10.08543234055278,2014,4a,271.5,2014-07-10 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-7-14/20140710_001500.wav,10.080148275625358,2014,6a,161.5,2014-07-10 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140726_230800.wav,9.99155974952355,2014,4a,176.5,2014-07-26 23:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140619_211500.wav,9.731062222700118,2014,6a,244.5,2014-06-19 21:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140727_000800.wav,9.709390860554796,2014,4a,99.0,2014-07-27 00:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140516_205700.wav,9.577641856519149,2014,5a,213.0,2014-05-16 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140503_194800.wav,9.571664533292916,2014,6a,239.0,2014-05-03 19:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140622_231500.wav,9.55037346530136,2014,6a,33.0,2014-06-22 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-2-14/20140605_210900.wav,9.489692866130188,2014,4a,25.5,2014-06-05 21:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-19-14/20140621_231500.wav,9.470016588144167,2014,4a,178.5,2014-06-21 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-2-14/20140606_000900.wav,9.362011229203883,2014,4a,157.0,2014-06-06 00:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140615_001300.wav,9.201229882912289,2014,5a,7.0,2014-06-15 00:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140511_235400.wav,9.144045892432906,2014,5a,45.0,2014-05-11 23:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-7-14/20140708_221500.wav,8.826014319016531,2014,6a,252.0,2014-07-08 22:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140517_005700.wav,8.795672196037646,2014,5a,78.0,2014-05-17 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140518_235900.wav,8.63268146689052,2014,5a,128.5,2014-05-18 23:59:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140508_205200.wav,8.401938620484582,2014,5a,215.0,2014-05-08 20:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140726_220800.wav,8.383679132167423,2014,6a,190.5,2014-07-26 22:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-12-14/20140612_231200.wav,8.260495837647419,2014,6a,84.5,2014-06-12 23:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-10-14/20140311_231300.wav,8.117513437787137,2014,6a,98.5,2014-03-11 23:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-12-14/20140615_001300.wav,8.091979940904174,2014,6a,164.5,2014-06-15 00:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140725_230800.wav,8.089826023392044,2014,4a,199.0,2014-07-25 23:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-2-14/20140605_230900.wav,7.97921211410114,2014,4a,94.5,2014-06-05 23:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140517_225800.wav,7.938681506993663,2014,5a,81.5,2014-05-17 22:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-7-14/20140710_231500.wav,7.91054097414653,2014,6a,205.5,2014-07-10 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-2-14/20140605_220900.wav,7.885856183867538,2014,4a,90.0,2014-06-05 22:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140726_210800.wav,7.811328017931783,2014,4a,121.0,2014-07-26 21:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-7-14/20140407_203100.wav,7.5659343714896305,2014,4a,202.5,2014-04-07 20:31:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-2-14/20140602_210800.wav,7.459988052170415,2014,4a,96.0,2014-06-02 21:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140422_194100.wav,7.3851943842411805,2014,6a,84.0,2014-04-22 19:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140728_000700.wav,7.295209501303113,2014,5a,74.5,2014-07-28 00:07:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-12-14/20140615_231300.wav,7.293583808218562,2014,6a,90.5,2014-06-15 23:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-17-14/20140719_001200.wav,7.287528445674167,2014,6a,191.0,2014-07-19 00:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140509_205300.wav,7.203094932243055,2014,5a,256.5,2014-05-09 20:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-7-14/20140409_233200.wav,7.142642828857937,2014,5a,256.5,2014-04-09 23:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140508_195200.wav,6.847337036263933,2014,5a,7.5,2014-05-08 19:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140621_211500.wav,6.750358724541988,2014,6a,111.5,2014-06-21 21:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140726_000800.wav,6.72107733981198,2014,4a,76.5,2014-07-26 00:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-19-14/20140622_231500.wav,6.474981359766893,2014,4a,57.5,2014-06-22 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-8-14/20140509_235300.wav,6.428317727692721,2014,6a,157.0,2014-05-09 23:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140613_221300.wav,6.311960885337503,2014,5a,7.5,2014-06-13 22:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140519_005900.wav,6.22607162981365,2014,5a,40.5,2014-05-19 00:59:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140613_231300.wav,6.134963302953134,2014,5a,178.5,2014-06-13 23:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140728_000700.wav,6.098433556933292,2014,6a,298.5,2014-07-28 00:07:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140423_234200.wav,6.014790356969336,2014,6a,225.5,2014-04-23 23:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140422_234100.wav,5.79665145768021,2014,6a,110.5,2014-04-22 23:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140621_201500.wav,5.609426362418192,2014,6a,48.0,2014-06-21 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140422_214100.wav,5.601640187405156,2014,6a,298.5,2014-04-22 21:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140621_001500.wav,5.538599640124256,2014,6a,97.0,2014-06-21 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140621_221500.wav,5.325470935207846,2014,6a,43.5,2014-06-21 22:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-8-14/20140511_195400.wav,5.315001892022154,2014,5a,38.0,2014-05-11 19:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-7-14/20140711_001500.wav,5.135308258696834,2014,5a,233.5,2014-07-11 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140727_210700.wav,4.916758601544389,2014,6a,205.0,2014-07-27 21:07:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140724_210900.wav,4.517325959014625,2014,5a,277.5,2014-07-24 21:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140518_205900.wav,4.447760943442466,2014,5a,57.5,2014-05-18 20:59:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-14-14/20140414_203600.wav,4.438782782072801,2014,6a,38.0,2014-04-14 20:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140727_000800.wav,4.435788978459811,2014,5a,7.5,2014-07-27 00:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140422_004000.wav,4.430944447035516,2014,6a,215.0,2014-04-22 00:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140424_004200.wav,4.402408020638283,2014,6a,106.0,2014-04-24 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140725_230800.wav,4.266203542182942,2014,5a,84.5,2014-07-25 23:08:00
