,file_name,Lcapito,call_time,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_004000.wav,TEST_0+1_20210309_004000.wav,0.0,,42.54728383673312,2021,400,211.5,2021-03-09 00:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_014000.wav,TEST_0+1_20210309_014000.wav,0.0,,38.63310793588387,2021,400,106.0,2021-03-09 01:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_024000.wav,TEST_0+1_20210309_024000.wav,0.0,,47.4715512772415,2021,400,69.0,2021-03-09 02:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_174100.wav,TEST_0+1_20210309_174100.wav,0.0,,34.30721426126338,2021,400,107.5,2021-03-09 17:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_184100.wav,TEST_0+1_20210309_184100.wav,0.0,,37.99758357396848,2021,400,110.0,2021-03-09 18:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_194100.wav,TEST_0+1_20210309_194100.wav,0.0,,42.08819753509139,2021,400,15.5,2021-03-09 19:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_204100.wav,TEST_0+1_20210309_204100.wav,1.0,0:30,237.40027745929885,2021,400,285.0,2021-03-09 20:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_214100.wav,TEST_0+1_20210309_214100.wav,1.0,2:23,51.09247828358602,2021,400,138.5,2021-03-09 21:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_224100.wav,TEST_0+1_20210309_224100.wav,0.0,,42.94042091878186,2021,400,242.0,2021-03-09 22:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_234100.wav,TEST_0+1_20210309_234100.wav,1.0,1:14,57.68655236275618,2021,400,73.5,2021-03-09 23:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_004100.wav,TEST_0+1_20210310_004100.wav,0.0,,50.63837465732013,2021,400,166.5,2021-03-10 00:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_014100.wav,TEST_0+1_20210310_014100.wav,0.0,,32.90193207090502,2021,400,114.0,2021-03-10 01:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_024100.wav,TEST_0+1_20210310_024100.wav,0.0,,38.36254583361224,2021,400,256.0,2021-03-10 02:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_174200.wav,TEST_0+1_20210310_174200.wav,1.0,0:35,37.28189666055711,2021,400,32.5,2021-03-10 17:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_184200.wav,TEST_0+1_20210310_184200.wav,0.0,,30.33047553741181,2021,400,259.0,2021-03-10 18:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_194200.wav,TEST_0+1_20210310_194200.wav,1.0,3:16,228.96047953631904,2021,400,238.0,2021-03-10 19:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_204200.wav,TEST_0+1_20210310_204200.wav,1.0,0:20,259.6515893455555,2021,400,112.0,2021-03-10 20:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_214200.wav,TEST_0+1_20210310_214200.wav,0.0,,33.92456104901627,2021,400,120.5,2021-03-10 21:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_224200.wav,TEST_0+1_20210310_224200.wav,0.0,,40.57990713450726,2021,400,102.0,2021-03-10 22:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_234200.wav,TEST_0+1_20210310_234200.wav,0.0,,44.76970718279319,2021,400,228.0,2021-03-10 23:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_003400.wav,TEST_0+1_20220301_003400.wav,0.0,,41.57263756654783,2022,400,104.5,2022-03-01 00:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_013400.wav,TEST_0+1_20220301_013400.wav,0.0,,51.224280878807406,2022,400,171.5,2022-03-01 01:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_023400.wav,TEST_0+1_20220301_023400.wav,0.0,,39.778709598345614,2022,400,40.5,2022-03-01 02:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_183400.wav,TEST_0+1_20220301_183400.wav,0.0,,41.467142711109474,2022,400,47.5,2022-03-01 18:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_193400.wav,TEST_0+1_20220301_193400.wav,1.0,0:02,239.356281333083,2022,400,106.5,2022-03-01 19:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_203400.wav,TEST_0+1_20220301_203400.wav,0.0,,40.4474079373579,2022,400,120.5,2022-03-01 20:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_213400.wav,TEST_0+1_20220301_213400.wav,0.0,,75.64919398748023,2022,400,38.5,2022-03-01 21:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_223400.wav,TEST_0+1_20220301_223400.wav,0.0,,33.425142126235414,2022,400,180.0,2022-03-01 22:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220301_233400.wav,TEST_0+1_20220301_233400.wav,0.0,,36.18654770373193,2022,400,75.5,2022-03-01 23:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220302_003400.wav,TEST_0+1_20220302_003400.wav,0.0,,35.58660891821688,2022,400,165.5,2022-03-02 00:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220302_003400.wav,TEST_0+1_20220302_003400.wav,0.0,,35.58660891821688,2022,400,165.5,2022-03-02 00:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220302_183500.wav,TEST_0+1_20220302_183500.wav,0.0,,34.10407097493582,2022,400,232.0,2022-03-02 18:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220302_193500.wav,TEST_0+1_20220302_193500.wav,0.0,,37.6941634585487,2022,400,31.0,2022-03-02 19:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220302_203500.wav,TEST_0+1_20220302_203500.wav,0.0,,32.872831922502954,2022,400,102.0,2022-03-02 20:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220302_213500.wav,TEST_0+1_20220302_213500.wav,0.0,,34.321771103864194,2022,400,28.0,2022-03-02 21:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220302_223500.wav,TEST_0+1_20220302_223500.wav,0.0,,33.841867647676686,2022,400,144.0,2022-03-02 22:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220302_233500.wav,TEST_0+1_20220302_233500.wav,0.0,,33.913297524898084,2022,400,1.0,2022-03-02 23:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_003500.wav,TEST_0+1_20220303_003500.wav,0.0,,35.27431732069506,2022,400,151.5,2022-03-03 00:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_013500.wav,TEST_0+1_20220303_013500.wav,0.0,,33.65702574095971,2022,400,6.5,2022-03-03 01:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_023500.wav,TEST_0+1_20220303_023500.wav,0.0,,57.13069535581837,2022,400,170.5,2022-03-03 02:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_183600.wav,TEST_0+1_20220303_183600.wav,0.0,,35.043825807205664,2022,400,73.0,2022-03-03 18:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_193600.wav,TEST_0+1_20220303_193600.wav,0.0,,100.96988970942851,2022,400,157.0,2022-03-03 19:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_203600.wav,TEST_0+1_20220303_203600.wav,0.0,,59.7345535953498,2022,400,169.0,2022-03-03 20:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_213600.wav,TEST_0+1_20220303_213600.wav,0.0,,39.43948147745649,2022,400,244.5,2022-03-03 21:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_223600.wav,TEST_0+1_20220303_223600.wav,0.0,,53.5934589208807,2022,400,285.0,2022-03-03 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220303_233600.wav,TEST_0+1_20220303_233600.wav,0.0,,37.83167502882914,2022,400,130.0,2022-03-03 23:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2022/FLSHE_2022_400/TEST_0+1_20220304_003600.wav,TEST_0+1_20220304_003600.wav,0.0,,33.505186344424345,2022,400,68.5,2022-03-04 00:36:00
